external_code,category,category_slug,name_az,name_ru,synonyms,synonyms_count,name_terms,name_terms_count,requires_side,requires_direction,requires_location,is_active,created_at
MU-008,Двигатель в сборе/поршневая,engine-assembly,Kladiş (porşen barmağı),Поршневой палец,porşen barmağı; porsen barmagi; kladis porsen barmagi; porsenbarmagi; поршневойпалец,5,Kladiş (porşen barmağı); Поршневой палец; kladiş porşen barmağı; porşen barmağı; porsen barmagi; kladis porsen barmagi; porsenbarmagi; поршневойпалец,8,No,No,No,Yes,2026-07-21 14:10:44
MU-005,Двигатель в сборе/поршневая,engine-assembly,Kolsa,Поршневые кольца,porşen halqası; porşen halqaları; porşen halqa dəsti; halqa dəsti; porşen üzügü; porşen üzükləri; üzük dəsti; kolça; kolça dəsti; porsen halqasi; porsen halqalari; porsen halqa desti; halqa desti; porsen uzugu; porsen uzukleri; uzuk desti; kolca; kolca desti; porsenhalqasi; porsenhalqalari; halqadesti; porsenuzugu; porsenuzukleri; uzukdesti; kolcadesti; поршневыекольца,26,Kolsa; Поршневые кольца; porşen halqası; porşen halqaları; porşen halqa dəsti; halqa dəsti; porşen üzügü; porşen üzükləri; üzük dəsti; kolça; kolça dəsti; porsen halqasi; porsen halqalari; porsen halqa desti; halqa desti; porsen uzugu; porsen uzukleri; uzuk desti; kolca; kolca desti; porsenhalqasi; porsenhalqalari; halqadesti; porsenuzugu; porsenuzukleri; uzukdesti; kolcadesti; поршневыекольца,28,No,No,No,Yes,2026-07-21 14:10:44
MU-003,Двигатель в сборе/поршневая,engine-assembly,Raspredval,Распредвал,mühərrik paylayıcı valı; paylayıcı val; paylayıcı valı; çıxış paylayıcı valı; muherrik paylayici vali; paylayici val; paylayici vali; cixis paylayici vali; paylayicival; paylayicivali,10,Raspredval; Распредвал; mühərrik paylayıcı valı; paylayıcı val; paylayıcı valı; çıxış paylayıcı valı; muherrik paylayici vali; paylayici val; paylayici vali; cixis paylayici vali; paylayicival; paylayicivali,12,No,No,No,Yes,2026-07-21 14:10:44
MU-071,Двигатель в сборе/поршневая,engine-assembly,Kalenvalın upor şaybaları,Упорные шайбы коленвала,kalenvalin upor saybalari,1,Kalenvalın upor şaybaları; Упорные шайбы коленвала; kalenvalin upor saybalari,3,No,No,No,Yes,2026-07-21 14:10:44
MU-007,Двигатель в сборе/поршневая,engine-assembly,Şatun,Шатун,satun,1,Şatun; Шатун; satun,3,No,No,No,Yes,2026-07-21 14:10:44
AK-026,Декор/мелочь,interior-decor,Buksir trosu,Буксировочный трос,buksirtrosu; буксировочныйтрос,2,Buksir trosu; Буксировочный трос; buksirtrosu; буксировочныйтрос,4,No,No,No,Yes,2026-07-21 14:10:44
AK-020,Декор/мелочь,interior-decor,Papiros yandırıcı (prikurivatel),Гнездо прикуривателя,prikurivatel; papiros yandirici prikurivatel; гнездоприкуривателя,3,Papiros yandırıcı (prikurivatel); Гнездо прикуривателя; papiros yandırıcı prikurivatel; prikurivatel; papiros yandirici prikurivatel; гнездоприкуривателя,6,No,No,No,Yes,2026-07-21 14:10:44
AK-016,Декор/мелочь,interior-decor,Joystic (sürət qutusu dekoru),Джойстик/декор селектора КПП,джойстик селектора кпп; декор селектора кпп; sürət qutusu dekoru; suret qutusu dekoru; joystic suret qutusu dekoru,5,Joystic (sürət qutusu dekoru); Джойстик/декор селектора КПП; joystic sürət qutusu dekoru; джойстик декор селектора кпп; джойстик селектора кпп; декор селектора кпп; sürət qutusu dekoru; suret qutusu dekoru; joystic suret qutusu dekoru,9,No,No,No,Yes,2026-07-21 14:10:44
AK-045,Декор/мелочь,interior-decor,Təhlükəsizlik kəməri aldadıcısı,Заглушка ремня безопасности,tehlukesizlik kemeri aldadicisi,1,Təhlükəsizlik kəməri aldadıcısı; Заглушка ремня безопасности; tehlukesizlik kemeri aldadicisi,3,No,No,No,Yes,2026-08-28 16:35:36
TY-012,Декор/мелочь,interior-decor,Karbon salon üzlüyü (dekor),Карбоновые накладки в салон (декор),декор; dekor; karbon salon uzluyu dekor,3,Karbon salon üzlüyü (dekor); Карбоновые накладки в салон (декор); karbon salon üzlüyü dekor; карбоновые накладки в салон декор; декор; dekor; karbon salon uzluyu dekor,7,No,No,No,Yes,2026-07-21 14:10:44
AK-047,Декор/мелочь,interior-decor,Oturacaq arası ciblik,Карман между сиденьями,oturacaq arasi ciblik,1,Oturacaq arası ciblik; Карман между сиденьями; oturacaq arasi ciblik,3,No,No,No,Yes,2026-08-28 16:37:40
AK-040,Декор/мелочь,interior-decor,Salon zibil qabı,Мусорное ведро в салон,salon zibil qabi,1,Salon zibil qabı; Мусорное ведро в салон; salon zibil qabi,3,No,No,No,Yes,2026-08-25 17:38:49
AK-041,Декор/мелочь,interior-decor,Panel örtüyü,Накидка на панель приборов,panel ortuyu; panelortuyu,2,Panel örtüyü; Накидка на панель приборов; panel ortuyu; panelortuyu,4,No,No,No,Yes,2026-08-28 16:32:28
AK-043,Декор/мелочь,interior-decor,Pedal üzlüyü,Накладка на педаль,pedal uzluyu; pedaluzluyu,2,Pedal üzlüyü; Накладка на педаль; pedal uzluyu; pedaluzluyu,4,No,No,No,Yes,2026-08-28 16:34:10
AK-048,Декор/мелочь,interior-decor,Kəmər qoruyucusu,Накладка на ремень безопасности,kemer qoruyucusu; kemerqoruyucusu,2,Kəmər qoruyucusu; Накладка на ремень безопасности; kemer qoruyucusu; kemerqoruyucusu,4,No,No,No,Yes,2026-08-28 16:38:23
AK-022,Декор/мелочь,interior-decor,Rul üzlüyü (oplyotka),Оплётка на руль,oplyotka; rul uzluyu oplyotka,2,Rul üzlüyü (oplyotka); Оплётка на руль; rul üzlüyü oplyotka; oplyotka; rul uzluyu oplyotka,5,No,No,No,Yes,2026-07-21 14:10:44
AK-046,Декор/мелочь,interior-decor,Baqaj orqanayzeri,Органайзер в багажник,baqajorqanayzeri,1,Baqaj orqanayzeri; Органайзер в багажник; baqajorqanayzeri,3,No,No,No,Yes,2026-08-28 16:36:22
AK-015,Декор/мелочь,interior-decor,Maşın plonkası (folya),Плёнка (обклейка кузова),обклейка кузова; folya; masin plonkasi folya; обклейкакузова,4,Maşın plonkası (folya); Плёнка (обклейка кузова); maşın plonkası folya; плёнка обклейка кузова; обклейка кузова; folya; masin plonkasi folya; обклейкакузова,8,No,No,No,Yes,2026-07-21 14:10:44
AK-008,Декор/мелочь,interior-decor,Stəkan tutacağı,Подстаканник,stekan tutacagi; stekantutacagi,2,Stəkan tutacağı; Подстаканник; stekan tutacagi; stekantutacagi,4,No,No,No,Yes,2026-07-21 14:10:44
AK-032,Декор/мелочь,interior-decor,Eynək qutusu (açki qabı),Полка/чашка для очков,полка для очков; чашка для очков; açki qabı; acki qabi; eynek qutusu acki qabi; ackiqabi,6,Eynək qutusu (açki qabı); Полка/чашка для очков; eynək qutusu açki qabı; полка чашка для очков; полка для очков; чашка для очков; açki qabı; acki qabi; eynek qutusu acki qabi; ackiqabi,10,No,No,No,Yes,2026-07-21 14:10:44
AK-036,Декор/мелочь,interior-decor,Tavan arakəsməsi (eninə duqa),Поперечины на крышу,eninə duqa; tavan arakəsmə; tavan arakəsmələri; tavan arakəsməsi; tavan arakəsməsi eninə duqa; enine duqa; tavan arakesme; tavan arakesmeleri; tavan arakesmesi; tavan arakesmesi enine duqa; enineduqa; tavanarakesme; tavanarakesmeleri; tavanarakesmesi,14,Tavan arakəsməsi (eninə duqa); Поперечины на крышу; eninə duqa; tavan arakəsmə; tavan arakəsmələri; tavan arakəsməsi; tavan arakəsməsi eninə duqa; enine duqa; tavan arakesme; tavan arakesmeleri; tavan arakesmesi; tavan arakesmesi enine duqa; enineduqa; tavanarakesme; tavanarakesmeleri; tavanarakesmesi,16,No,No,No,Yes,2026-08-22 12:03:18
AK-011,Декор/мелочь,interior-decor,Nömrə altlığı/kantı,Рамка номерного знака,nömrə altlığı; nömrə kantı; nömrə altı; nömrə qabı; nömrə altısı; nomre altligi; nomre kanti; nomre alti; nomre qabi; nomre altisi; nomre altligi kanti; nomrealtligi; nomrekanti; nomrealti; nomreqabi; nomrealtisi,16,Nömrə altlığı/kantı; Рамка номерного знака; nömrə altlığı kantı; nömrə altlığı; nömrə kantı; nömrə altı; nömrə qabı; nömrə altısı; nomre altligi; nomre kanti; nomre alti; nomre qabi; nomre altisi; nomre altligi kanti; nomrealtligi; nomrekanti; nomrealti; nomreqabi; nomrealtisi,19,No,No,No,Yes,2026-07-21 14:10:44
AK-009,Декор/мелочь,interior-decor,Reylinq (dam üstü baqaj),Рейлинги (багажник на крышу),багажник на крышу; dam üstü baqaj; dam duqası; dam duqa; tavan duqası; dam üçün baqaj; dam üçün port baqaj; pikap üçün baqaj duqa; baqaj duqası; dam ustu baqaj; dam duqasi; tavan duqasi; dam ucun baqaj; dam ucun port baqaj; pikap ucun baqaj duqa; baqaj duqasi; reylinq dam ustu baqaj; damduqasi; tavanduqasi; baqajduqasi,20,Reylinq (dam üstü baqaj); Рейлинги (багажник на крышу); reylinq dam üstü baqaj; рейлинги багажник на крышу; багажник на крышу; dam üstü baqaj; dam duqası; dam duqa; tavan duqası; dam üçün baqaj; dam üçün port baqaj; pikap üçün baqaj duqa; baqaj duqası; dam ustu baqaj; dam duqasi; tavan duqasi; dam ucun baqaj; dam ucun port baqaj; pikap ucun baqaj duqa; baqaj duqasi; reylinq dam ustu baqaj; damduqasi; tavanduqasi; baqajduqasi,24,No,No,No,Yes,2026-07-21 14:10:44
AK-042,Декор/мелочь,interior-decor,Günəş pərdəsi (yan şüşə),Солнцезащитная шторка бокового стекла,gunes perdesi yan suse,1,Günəş pərdəsi (yan şüşə); Солнцезащитная шторка бокового стекла; günəş pərdəsi yan şüşə; gunes perdesi yan suse,4,Yes,Yes,No,Yes,2026-08-28 16:33:22
KZ-038,Декор/мелочь,interior-decor,Kant (xrom kant),Хром-кант/окантовка,xrom kant; baqaj nikeli; bufer kantı; bufer nikeli; bufer xrom kantı; bufer üstü nikeli; fara kantı; qapı altı nikeli; qapı kantı; xrom kantı; duman fara nikeli; buferin nikeli; radiator barmaqlığı nikeli; bufer kanti; bufer xrom kanti; bufer ustu nikeli; fara kanti; qapi alti nikeli; qapi kanti; xrom kanti; radiator barmaqligi nikeli; xromkant; baqajnikeli; buferkanti; bufernikeli; farakanti; qapikanti; xromkanti; buferinnikeli,29,Kant (xrom kant); Хром-кант/окантовка; kant xrom kant; хром кант окантовка; xrom kant; baqaj nikeli; bufer kantı; bufer nikeli; bufer xrom kantı; bufer üstü nikeli; fara kantı; qapı altı nikeli; qapı kantı; xrom kantı; duman fara nikeli; buferin nikeli; radiator barmaqlığı nikeli; bufer kanti; bufer xrom kanti; bufer ustu nikeli; fara kanti; qapi alti nikeli; qapi kanti; xrom kanti; radiator barmaqligi nikeli; xromkant; baqajnikeli; buferkanti; bufernikeli; farakanti; qapikanti; xromkanti; buferinnikeli,33,No,No,No,Yes,2026-07-21 14:10:44
AK-033,Декор/мелочь,interior-decor,Barsetka (mərkəzi konsol qutusu),Центральный бокс (барсетка/подлокотник-бокс),барсетка; барсетка подлокотник бокс; подлокотник бокс; mərkəzi konsol qutusu; qolaltı; merkezi konsol qutusu; qolalti; barsetka merkezi konsol qutusu; подлокотникбокс,9,Barsetka (mərkəzi konsol qutusu); Центральный бокс (барсетка/подлокотник-бокс); barsetka mərkəzi konsol qutusu; центральный бокс барсетка подлокотник бокс; барсетка; барсетка подлокотник бокс; подлокотник бокс; mərkəzi konsol qutusu; qolaltı; merkezi konsol qutusu; qolalti; barsetka merkezi konsol qutusu; подлокотникбокс,13,No,No,No,Yes,2026-07-21 14:10:44
AK-044,Декор/мелочь,interior-decor,Açar qabı (açar korpusu),Чехол для ключа,acar qabi acar korpusu,1,Açar qabı (açar korpusu); Чехол для ключа; açar qabı açar korpusu; acar qabi acar korpusu,4,No,No,No,Yes,2026-08-28 16:34:57
TK-007,Диски,wheels-rims,Təkər boltu/qaykası,Болт/гайка колеса,болт колеса; гайка колеса; təkər boltu; təkər qaykası; teker boltu; teker qaykasi; teker boltu qaykasi; болтколеса; гайкаколеса; tekerboltu; tekerqaykasi,11,Təkər boltu/qaykası; Болт/гайка колеса; təkər boltu qaykası; болт гайка колеса; болт колеса; гайка колеса; təkər boltu; təkər qaykası; teker boltu; teker qaykasi; teker boltu qaykasi; болтколеса; гайкаколеса; tekerboltu; tekerqaykasi,15,No,No,No,Yes,2026-07-21 14:10:44
